item_barcode|sku_code|ean_barcode|variant_label|is_active
999941650326|SKU-2537|8900042442183|3XL-Black|1
995273771722|SKU-2538|8902218208217|32-Rust|1
998646171094|SKU-2538|8902218208217|XXL-Black|1
993186494865|SKU-2538|8902218208217|36-Maroon|1
996458815962|SKU-2539|8901167591000|34-Off-White|1
996198919812|SKU-2539|8901167591000|XL-Olive|1
995149752430|SKU-2539|8901167591000|XS-Red|1
996912295775|SKU-2540|8903486766540|XS-Rust|1
999123414537|SKU-2541|8906837237585|S-Sky Blue|1
998483467260|SKU-2541|8906837237585|M-Beige|1
996791327634|SKU-2541|8906837237585|M-Grey|1
991818845658|SKU-2542|8900231537177|40-Mustard|1
993725290125|SKU-2542|8900231537177|XS-Rust|1
991012433760|SKU-2542|8900231537177|XS-Beige|1
991521166257|SKU-2543|8901422593147|S-Maroon|1
996436624574|SKU-2544|8907465636281|M-Sky Blue|1
991175338050|SKU-2545|8907851116880|Free Size-Indigo|1
995888057543|SKU-2545|8907851116880|XXL-Peach|1
993547312112|SKU-2545|8907851116880|3XL-Olive|1
996986562666|SKU-2546|8900763704009|M-Indigo|1
993958639666|SKU-2547|8900557092916|M-Navy|1
997207628058|SKU-2548|8909777994798|XS-Maroon|1
993533872230|SKU-2548|8909777994798|30-Beige|1
995731983991|SKU-2548|8909777994798|M-Pink|1
993812319569|SKU-2549|8901355367093|40-Teal|1
991758883701|SKU-2549|8901355367093|XS-White|1
993752700576|SKU-2550|8905904260472|28-Beige|1
996696668685|SKU-2551|8904597445148|Free Size-Beige|1
991851481117|SKU-2552|8908247482693|M-Charcoal|1
998626264871|SKU-2552|8908247482693|42-Teal|1
995551926337|SKU-2553|8901069349423|28-Beige|1
991201337774|SKU-2554|8908585582644|S-Grey|1
996006033212|SKU-2554|8908585582644|S-Peach|1
997404632320|SKU-2554|8908585582644|Free Size-Sky Blue|1
992007023154|SKU-2555|8906223801608|XS-Sky Blue|1
993236167525|SKU-2555|8906223801608|M-Mustard|1
999621879495|SKU-2555|8906223801608|42-Charcoal|1
999329105971|SKU-2556|8901420567328|34-Mustard|1
997168606943|SKU-2556|8901420567328|L-Sky Blue|1
995663772881|SKU-2556|8901420567328|Free Size-White|1
999166507632|SKU-2557|8902481534388|L-Teal|1
994837230967|SKU-2557|8902481534388|42-Off-White|1
997040273561|SKU-2557|8902481534388|Free Size-Beige|1
991103256860|SKU-2558|8907361184662|34-Grey|1
994044191956|SKU-2558|8907361184662|42-Red|1
996374543146|SKU-2559|8907699151684|XS-Charcoal|1
993084023071|SKU-2559|8907699151684|XXL-Indigo|1
997708867212|SKU-2560|8902859027583|XXL-Teal|1
998859910596|SKU-2561|8900185870668|XL-Off-White|1
998336769951|SKU-2561|8900185870668|32-White|0
997249264993|SKU-2561|8900185870668|L-White|1
996976068843|SKU-2562|8907994472126|3XL-Off-White|1
996005589462|SKU-2562|8907994472126|28-Olive|1
998857433263|SKU-2563|8903426883358|36-Sky Blue|1
996759825291|SKU-2564|8906356462128|28-Red|1
996989879263|SKU-2564|8906356462128|42-Indigo|1
991501977406|SKU-2564|8906356462128|42-Navy|1
996253930899|SKU-2565|8909839432983|38-Red|1
997109283308|SKU-2565|8909839432983|3XL-Beige|1
997457527276|SKU-2565|8909839432983|M-Teal|1
999702915998|SKU-2566|8905028299479|32-Charcoal|1
996124626661|SKU-2566|8905028299479|34-Indigo|1
991410795994|SKU-2567|8909850822329|S-Lavender|1
995974002715|SKU-2568|8902770035489|XL-Navy|1
993921396317|SKU-2568|8902770035489|XXL-Rust|1
992531115174|SKU-2568|8902770035489|38-Mustard|1
991422423414|SKU-2569|8900666230944|36-Maroon|1
991580450570|SKU-2569|8900666230944|XS-Grey|1
991661870638|SKU-2570|8901323362269|L-Navy|1
992827529679|SKU-2570|8901323362269|38-Off-White|1
997852150464|SKU-2571|8901953339197|S-Navy|1
993989343933|SKU-2571|8901953339197|32-Black|1
999769864863|SKU-2572|8907297316638|32-Olive|1
995390136633|SKU-2572|8907297316638|3XL-Indigo|1
995029427985|SKU-2572|8907297316638|S-Olive|1
999316038615|SKU-2573|8909486575863|32-Maroon|1
991832502658|SKU-2573|8909486575863|42-Indigo|1
994148589987|SKU-2573|8909486575863|30-Sky Blue|1
997734626574|SKU-2574|8900469474820|L-Pink|1
996257926149|SKU-2574|8900469474820|Free Size-Off-White|1
994737993332|SKU-2575|8907259034316|M-Charcoal|1
993737093326|SKU-2575|8907259034316|Free Size-Beige|1
994259052146|SKU-2575|8907259034316|L-Peach|1
999988416867|SKU-2576|8907530179768|34-Sky Blue|0
995553159453|SKU-2576|8907530179768|M-Teal|1
994494975521|SKU-2577|8902594534768|M-Olive|1
997128594202|SKU-2578|8901148857578|30-Peach|1
992406966631|SKU-2578|8901148857578|L-Beige|1
994805409831|SKU-2579|8909328913213|L-Pink|1
992017957131|SKU-2580|8903291169542|34-Maroon|0
995263448191|SKU-2580|8903291169542|30-White|1
994693591098|SKU-2581|8903776247428|XS-Teal|1
992063321500|SKU-2581|8903776247428|34-Olive|1
994654030020|SKU-2581|8903776247428|M-Navy|1
999346359821|SKU-2582|8909355760791|42-Navy|1
995778378322|SKU-2583|8909593319743|3XL-Black|1
992872386594|SKU-2583|8909593319743|M-Rust|1
991928100977|SKU-2584|8904327640825|30-Maroon|1
999280723767|SKU-2584|8904327640825|Free Size-Mustard|1
993883464616|SKU-2584|8904327640825|XL-Black|1
992303528845|SKU-2585|8902853683207|36-Pink|1
991305849774|SKU-2585|8902853683207|40-Pink|1
993776297855|SKU-2585|8902853683207|XL-Charcoal|1
997705759747|SKU-2586|8900838757778|32-Navy|1
996398015891|SKU-2586|8900838757778|42-Maroon|1
993083566515|SKU-2586|8900838757778|L-Olive|1
994231861780|SKU-2587|8906209820507|32-Teal|1
998140805555|SKU-2587|8906209820507|XS-Olive|1
992947606156|SKU-2588|8907178185706|S-Off-White|1
997448123790|SKU-2589|8906671631899|38-White|1
992164761466|SKU-2589|8906671631899|XXL-White|1
992040996852|SKU-2589|8906671631899|L-Teal|1
992936268626|SKU-2590|8909409791796|38-Black|1
992803529226|SKU-2590|8909409791796|3XL-Charcoal|1
992439380067|SKU-2590|8909409791796|36-Grey|1
992054878492|SKU-2591|8909500272996|36-Beige|1
993149004681|SKU-2591|8909500272996|38-Rust|1
992958245970|SKU-2591|8909500272996|XXL-Pink|1
992670188412|SKU-2592|8903063946584|M-White|1
991859550953|SKU-2592|8903063946584|M-Peach|1
991457682065|SKU-2593|8906071622089|S-Peach|1
993855366204|SKU-2593|8906071622089|XXL-Sky Blue|1
993273317435|SKU-2593|8906071622089|30-Off-White|0
999589622824|SKU-2594|8904410022309|S-Pink|1
999058540861|SKU-2594|8904410022309|S-White|1
994826044755|SKU-2595|8908707188256|Free Size-Sky Blue|1
993630390209|SKU-2595|8908707188256|28-Off-White|1
998788934228|SKU-2596|8908032586734|36-Beige|1
996493236637|SKU-2597|8902294259345|Free Size-Grey|1
991638162780|SKU-2597|8902294259345|36-Teal|1
993794010706|SKU-2597|8902294259345|30-Charcoal|1
995234951007|SKU-2598|8909780666814|42-Sky Blue|1
998982345602|SKU-2598|8909780666814|30-Teal|1
992397359450|SKU-2598|8909780666814|42-Olive|0
997951454506|SKU-2599|8901987074845|3XL-Maroon|1
995240238068|SKU-2600|8902223910075|3XL-Black|1
996175157915|SKU-2600|8902223910075|XXL-Mustard|1
998881941079|SKU-2601|8908821467430|40-Olive|1
997312896135|SKU-2601|8908821467430|XS-Olive|1
994960027336|SKU-2602|8909925100409|34-White|1
993961163666|SKU-2602|8909925100409|M-Maroon|1
996165430989|SKU-2603|8903731132996|36-Charcoal|1
995199990763|SKU-2603|8903731132996|L-Red|1
991101905883|SKU-2603|8903731132996|Free Size-Pink|1
999417901687|SKU-2604|8902725593941|34-Black|1
997159868902|SKU-2604|8902725593941|30-Peach|1
993136387797|SKU-2605|8909328442949|30-White|1
995119035330|SKU-2606|8906506287620|M-Black|1
992230621805|SKU-2606|8906506287620|42-Off-White|1
999659039896|SKU-2607|8906480703587|30-Black|1
999165244884|SKU-2607|8906480703587|XS-Off-White|1
997305326280|SKU-2608|8904250868510|40-Teal|1
991091155613|SKU-2609|8903167870468|34-Teal|1
994063728256|SKU-2609|8903167870468|42-Off-White|1
998741548913|SKU-2610|8906282345925|L-Grey|1
995801177584|SKU-2610|8906282345925|38-Grey|1
997784475107|SKU-2611|8907882847889|3XL-Navy|1
999409011426|SKU-2611|8907882847889|3XL-Lavender|1
993285341730|SKU-2611|8907882847889|M-Maroon|1
994793923297|SKU-2612|8907396031341|XS-Teal|0
993104359553|SKU-2613|8900572588429|M-Teal|1
995392657496|SKU-2614|8908225422563|28-Pink|1
993242685335|SKU-2614|8908225422563|S-Sky Blue|1
997538441367|SKU-2615|8905574793935|42-Rust|1
994722338130|SKU-2615|8905574793935|30-Red|1
991225581245|SKU-2615|8905574793935|30-Off-White|1
991949106571|SKU-2616|8903730108234|XL-Beige|1
998278125756|SKU-2617|8901871122888|S-Beige|1
992288644064|SKU-2617|8901871122888|XXL-Rust|1
997432718362|SKU-2618|8902421002714|M-Off-White|1
992610366685|SKU-2618|8902421002714|XXL-Peach|1
998859703623|SKU-2619|8905795599508|XL-Peach|1
997118059278|SKU-2619|8905795599508|36-Olive|1
995463777968|SKU-2619|8905795599508|XXL-Beige|1
991191307805|SKU-2620|8905116902492|S-Sky Blue|1
999324661985|SKU-2620|8905116902492|L-Red|1
995906153739|SKU-2620|8905116902492|3XL-Off-White|1
991456380805|SKU-2621|8901717191040|42-Pink|1
997650351411|SKU-2621|8901717191040|38-Rust|1
992767086553|SKU-2621|8901717191040|M-Pink|1
992085699536|SKU-2622|8908505972854|34-Peach|1
992738716427|SKU-2623|8902134042736|30-Off-White|1
992195733303|SKU-2623|8902134042736|3XL-Off-White|1
993225854927|SKU-2623|8902134042736|40-White|1
994951779737|SKU-2624|8906719639999|S-Peach|1
995914591073|SKU-2624|8906719639999|XXL-Pink|1
996313186085|SKU-2624|8906719639999|40-Black|1
991110160576|SKU-2625|8900391261205|Free Size-Beige|1
998232358345|SKU-2625|8900391261205|L-Sky Blue|1
993897913502|SKU-2626|8905816501082|Free Size-Navy|1
995268612978|SKU-2626|8905816501082|36-Pink|1
998984971226|SKU-2627|8901005366147|3XL-Beige|1
992846794826|SKU-2627|8901005366147|L-Pink|1
993944436003|SKU-2628|8902776799657|XL-Off-White|1
994738928161|SKU-2629|8906055366298|XL-Off-White|1
992449648704|SKU-2629|8906055366298|28-Olive|1
995535635681|SKU-2629|8906055366298|M-Indigo|1
994813749919|SKU-2630|8906133055356|30-Lavender|1
996444764980|SKU-2630|8906133055356|XS-Maroon|1
993520427619|SKU-2631|8906973627861|30-White|1
991470181523|SKU-2631|8906973627861|L-Olive|1
994926613377|SKU-2631|8906973627861|32-Charcoal|1
997301961359|SKU-2632|8904188551760|42-Peach|1
997909008342|SKU-2632|8904188551760|3XL-White|1
993041137920|SKU-2632|8904188551760|36-Teal|1
999472987889|SKU-2633|8900173506845|36-Peach|1
992708592019|SKU-2633|8900173506845|40-Navy|1
994464491566|SKU-2633|8900173506845|40-Lavender|1
999276750466|SKU-2634|8901482285982|40-Maroon|1
998587680212|SKU-2634|8901482285982|L-Mustard|1
998302909382|SKU-2634|8901482285982|3XL-Red|1
996320620454|SKU-2635|8902338886275|36-Black|1
996295544936|SKU-2635|8902338886275|30-Navy|1
995853409488|SKU-2636|8902188593752|L-Off-White|1
999873373704|SKU-2636|8902188593752|36-White|1
991776935311|SKU-2636|8902188593752|XXL-Pink|1
991767833739|SKU-2637|8902839399373|32-Pink|1
991660765767|SKU-2637|8902839399373|XL-Navy|1
994910984239|SKU-2637|8902839399373|36-Red|1
992989695033|SKU-2638|8904305848315|M-Black|1
994365435464|SKU-2639|8904817125951|S-Rust|1
993138238403|SKU-2639|8904817125951|40-Teal|1
994913417809|SKU-2639|8904817125951|40-Maroon|1
998331027232|SKU-2640|8904740700606|38-Grey|1
995184308274|SKU-2640|8904740700606|36-Sky Blue|1
991570656247|SKU-2641|8906459571348|30-Maroon|1
997694104235|SKU-2641|8906459571348|30-Maroon|1
995422655926|SKU-2641|8906459571348|34-Lavender|1
998472325472|SKU-2642|8901839110043|38-Navy|1
997010180742|SKU-2642|8901839110043|3XL-Charcoal|1
998519366593|SKU-2642|8901839110043|40-Teal|1
997952915397|SKU-2643|8905589504279|S-Olive|1
992416717615|SKU-2643|8905589504279|38-Black|1
997564606363|SKU-2643|8905589504279|30-Lavender|1
995990046222|SKU-2644|8902658612959|S-Navy|1
992968666079|SKU-2644|8902658612959|34-Red|1
995656110006|SKU-2645|8905111154415|S-White|1
999357496009|SKU-2646|8906533468897|XL-Mustard|1
993653525556|SKU-2646|8906533468897|L-Teal|1
994811837034|SKU-2646|8906533468897|38-Off-White|1
992413916031|SKU-2647|8906559367329|L-Teal|1
993062407418|SKU-2648|8903692246039|28-Pink|1
997551069154|SKU-2648|8903692246039|36-Peach|1
993601648466|SKU-2648|8903692246039|40-Navy|1
994648073848|SKU-2649|8908435132872|XL-Olive|0
998572647270|SKU-2649|8908435132872|L-Charcoal|1
993806545897|SKU-2649|8908435132872|40-Navy|1
996288075091|SKU-2650|8907906525949|34-Olive|1
997158086712|SKU-2650|8907906525949|XL-Maroon|1
995362491862|SKU-2651|8902733969080|L-Sky Blue|1
998040445898|SKU-2651|8902733969080|XS-Lavender|1
996934176972|SKU-2652|8900012497804|38-Red|1
998606080185|SKU-2652|8900012497804|30-Peach|0
994614471489|SKU-2652|8900012497804|S-White|1
992991470925|SKU-2653|8906968888143|30-Pink|1
999373813500|SKU-2654|8909794185440|32-Olive|1
996222468865|SKU-2654|8909794185440|XS-Lavender|0
997184140813|SKU-2654|8909794185440|XL-Off-White|1
991266803445|SKU-2655|8909455944252|42-Rust|1
996491987880|SKU-2655|8909455944252|28-Peach|1
996521845861|SKU-2656|8909702700114|40-Charcoal|1
999044550831|SKU-2656|8909702700114|42-Olive|1
992722880049|SKU-2656|8909702700114|40-Lavender|1
993390964162|SKU-2657|8905327722454|L-Indigo|1
994200514471|SKU-2657|8905327722454|L-Rust|1
996526408183|SKU-2658|8904881163081|M-Maroon|1
993173405507|SKU-2658|8904881163081|M-Red|1
993618024766|SKU-2658|8904881163081|3XL-Indigo|1
993462008614|SKU-2659|8908800126584|38-Sky Blue|1
993562915050|SKU-2659|8908800126584|34-Charcoal|1
994056194331|SKU-2660|8908355958804|M-Pink|1
992194987699|SKU-2660|8908355958804|28-Olive|1
996237182368|SKU-2660|8908355958804|42-White|0
999322075067|SKU-2661|8901628870359|30-Beige|1
992152306418|SKU-2661|8901628870359|40-Red|1
998667606015|SKU-2661|8901628870359|S-Pink|1
992035486061|SKU-2662|8902680399721|3XL-Olive|1
991002827331|SKU-2662|8902680399721|M-Mustard|1
993341796988|SKU-2662|8902680399721|28-Indigo|1
998405339249|SKU-2663|8904044425446|L-Lavender|1
996522495792|SKU-2663|8904044425446|S-Sky Blue|1
993530878100|SKU-2664|8900661125883|40-Lavender|1
992697309879|SKU-2665|8904624848186|M-Pink|1
997460492746|SKU-2665|8904624848186|32-White|0
999653441370|SKU-2666|8908926011728|28-Black|1
997842204406|SKU-2666|8908926011728|3XL-Pink|1
997559551129|SKU-2666|8908926011728|32-Sky Blue|0
997282443682|SKU-2667|8903971902544|32-Off-White|1
994322495291|SKU-2668|8909310172121|L-Indigo|1
991176059466|SKU-2669|8906002664317|L-Teal|1
998742882307|SKU-2669|8906002664317|3XL-Teal|1
997559175393|SKU-2669|8906002664317|34-Red|1
995016631440|SKU-2670|8903101573885|XS-Lavender|1
993322950658|SKU-2670|8903101573885|34-White|1
998161735396|SKU-2671|8902932935070|28-Maroon|1
996984483743|SKU-2671|8902932935070|30-Peach|1
994413268358|SKU-2672|8903068213114|36-Lavender|1
996227291030|SKU-2672|8903068213114|XL-Grey|1
998849076467|SKU-2673|8909482816371|3XL-Beige|1
997907469560|SKU-2674|8906238932243|3XL-Grey|1
992206405587|SKU-2674|8906238932243|3XL-Black|1
997388900131|SKU-2674|8906238932243|28-White|0
999458064281|SKU-2675|8904071313943|XXL-Off-White|1
992054312056|SKU-2675|8904071313943|Free Size-Peach|1
996061917008|SKU-2676|8906187589430|32-Pink|1
998533628411|SKU-2676|8906187589430|40-Off-White|1
994605522747|SKU-2676|8906187589430|XS-Pink|1
992416196045|SKU-2677|8900696152740|XS-Beige|0
996784146668|SKU-2677|8900696152740|40-Red|1
995120763975|SKU-2678|8909034722019|38-Lavender|1
997513776029|SKU-2678|8909034722019|XL-Rust|1
994873242321|SKU-2678|8909034722019|S-Black|1
999931822287|SKU-2679|8908151131040|34-Mustard|1
999908670491|SKU-2679|8908151131040|3XL-White|0
993528702622|SKU-2679|8908151131040|XS-Red|1
994055593795|SKU-2680|8908078965930|32-Rust|1
993236260029|SKU-2680|8908078965930|32-Olive|1
997524626165|SKU-2681|8907458883499|XS-Olive|1
995573380132|SKU-2681|8907458883499|34-Maroon|1
999614527888|SKU-2681|8907458883499|XL-Navy|1
992406857662|SKU-2682|8900338168666|34-Rust|1
998242933930|SKU-2682|8900338168666|3XL-Pink|1
991178464132|SKU-2682|8900338168666|XXL-Peach|1
992116547150|SKU-2683|8908839789853|28-Teal|1
993965211295|SKU-2683|8908839789853|3XL-Rust|1
995063963159|SKU-2683|8908839789853|30-Peach|0
999091503578|SKU-2684|8904131965013|Free Size-Grey|1
991364249500|SKU-2684|8904131965013|XL-Teal|1
992251865988|SKU-2684|8904131965013|28-Pink|1
997319074044|SKU-2685|8907779893170|XL-Charcoal|1
992332105731|SKU-2686|8900438268908|30-White|1
995599111770|SKU-2686|8900438268908|XS-Off-White|1
991245081186|SKU-2687|8902302126187|S-Teal|1
993985516523|SKU-2688|8904163654628|XL-Indigo|1
997368697164|SKU-2688|8904163654628|XL-Indigo|1
995888779633|SKU-2688|8904163654628|Free Size-Beige|1
998447870247|SKU-2689|8907771943248|L-Sky Blue|1
999490301678|SKU-2690|8906603518337|XXL-Charcoal|1
995360979736|SKU-2690|8906603518337|40-Mustard|1
992278527463|SKU-2690|8906603518337|38-Olive|1
993623368699|SKU-2691|8906116176011|36-Navy|1
992940812699|SKU-2691|8906116176011|L-White|1
999795179990|SKU-2691|8906116176011|30-Beige|1
998245815484|SKU-2692|8904047186065|42-White|1
996359420325|SKU-2692|8904047186065|40-Teal|1
999314259679|SKU-2693|8909392313255|42-Teal|1
999324445024|SKU-2694|8905751118303|3XL-Off-White|1
993171558287|SKU-2694|8905751118303|XXL-Peach|1
997471806852|SKU-2694|8905751118303|36-Olive|1
995235425398|SKU-2695|8905802767522|28-Sky Blue|1
998324125886|SKU-2696|8904627125130|XS-Beige|1
991107032076|SKU-2696|8904627125130|XXL-Navy|1
993745600816|SKU-2696|8904627125130|32-Teal|1
992464665851|SKU-2697|8905029613129|36-Peach|1
991148095535|SKU-2698|8907600650633|28-Peach|1
992705775260|SKU-2698|8907600650633|M-Rust|1
998517654913|SKU-2699|8900098604345|38-Maroon|1
999338847805|SKU-2700|8900339433196|32-Indigo|1
996750752535|SKU-2700|8900339433196|34-Pink|1
995096478578|SKU-2701|8905515454861|XL-Black|1
997116179270|SKU-2701|8905515454861|38-Off-White|1
993014622395|SKU-2701|8905515454861|M-Off-White|1
994982070445|SKU-2702|8903164704668|XL-Teal|1
996497499614|SKU-2703|8901979525405|XS-Charcoal|0
992231274840|SKU-2704|8900694118489|34-Olive|1
991673035136|SKU-2704|8900694118489|42-Pink|1
997731615183|SKU-2705|8903411339322|L-Mustard|1
999826640251|SKU-2705|8903411339322|34-Pink|1
993581181716|SKU-2705|8903411339322|M-Lavender|1
992987033446|SKU-2706|8906591660772|XL-Maroon|0
996943374416|SKU-2707|8907180482191|S-Red|1
995581065013|SKU-2707|8907180482191|Free Size-Beige|1
999250436092|SKU-2708|8904646022602|Free Size-Indigo|1
992307550074|SKU-2708|8904646022602|34-Off-White|1
995881631698|SKU-2709|8909141291496|XS-Off-White|0
993450885768|SKU-2710|8900603385602|28-Indigo|0
999966287043|SKU-2710|8900603385602|28-Lavender|1
997285708887|SKU-2711|8904060930905|XL-Red|1
991617082379|SKU-2711|8904060930905|L-Charcoal|1
997659923681|SKU-2712|8904335054208|36-Mustard|1
997971717161|SKU-2712|8904335054208|32-Pink|1
999131825557|SKU-2712|8904335054208|30-Beige|1
994908378821|SKU-2713|8905433123240|42-White|0
993913085445|SKU-2714|8906958591545|38-Beige|0
993060563094|SKU-2714|8906958591545|32-Olive|1
991937768587|SKU-2714|8906958591545|XXL-Red|1
992523747495|SKU-2715|8907941847395|42-Pink|1
995323202151|SKU-2715|8907941847395|32-Grey|1
999407750077|SKU-2715|8907941847395|3XL-Rust|1
992661081503|SKU-2716|8900691847577|40-Navy|1
996847857163|SKU-2717|8909808610190|34-Red|1
992801120263|SKU-2718|8901916610347|40-Charcoal|1
994317762616|SKU-2718|8901916610347|36-Beige|1
998514672789|SKU-2719|8901077038316|XXL-Navy|1
995045141899|SKU-2720|8900956805034|38-Off-White|1
997927672889|SKU-2721|8902329154484|28-Sky Blue|1
993980954587|SKU-2722|8905977709776|XL-White|1
999543469757|SKU-2722|8905977709776|Free Size-Rust|1
996164214920|SKU-2722|8905977709776|36-Beige|1
995249598856|SKU-2723|8901886622988|3XL-Mustard|1
998658683778|SKU-2723|8901886622988|38-Navy|1
999920306495|SKU-2723|8901886622988|3XL-Mustard|1
991015400991|SKU-2724|8904177260699|36-Maroon|0
993508005007|SKU-2724|8904177260699|32-Navy|1
997526579156|SKU-2724|8904177260699|42-White|1
991837795994|SKU-2725|8901849771573|32-White|1
992755665093|SKU-2725|8901849771573|XL-Teal|1
996367532562|SKU-2726|8908484118758|XS-Navy|1
993014338115|SKU-2726|8908484118758|L-Sky Blue|1
998295385009|SKU-2727|8905453802901|M-Maroon|1
999815534303|SKU-2728|8902700449155|36-Indigo|1
998889471499|SKU-2728|8902700449155|36-Mustard|1
992835791761|SKU-2729|8908277182760|XL-Rust|1
994556445484|SKU-2730|8900061356537|30-Teal|1
991308563681|SKU-2730|8900061356537|XXL-Navy|1
995766656841|SKU-2730|8900061356537|M-Beige|1
997490600968|SKU-2731|8902815680295|36-Teal|1
999146486362|SKU-2731|8902815680295|28-Navy|1
994129243037|SKU-2732|8905792233250|3XL-Pink|1
991097210504|SKU-2733|8900532942003|XXL-Sky Blue|1
998517593929|SKU-2734|8903613102099|XXL-Grey|1
995475833455|SKU-2734|8903613102099|36-Grey|1
996649234698|SKU-2735|8903172722772|XL-Pink|1
993437852933|SKU-2736|8909120375065|S-Olive|1
993215355997|SKU-2737|8905080797133|Free Size-Grey|1
992785119199|SKU-2738|8904697804383|L-Indigo|1
991834752736|SKU-2739|8908655250832|3XL-Teal|1
998253267864|SKU-2740|8906299196924|Free Size-Black|1
993749200734|SKU-2741|8902945697417|Free Size-Red|1
999184851035|SKU-2741|8902945697417|M-Mustard|1
994077389146|SKU-2742|8908594977772|36-Peach|1
992669374296|SKU-2742|8908594977772|40-Mustard|0
991232053651|SKU-2742|8908594977772|32-Mustard|1
995681377922|SKU-2743|8905675459583|28-Off-White|1
991317731021|SKU-2744|8909018123250|28-Peach|1
993556058174|SKU-2745|8905768553819|Free Size-Olive|1
996502153078|SKU-2746|8904917282063|XL-Beige|1
994337529488|SKU-2747|8900903837012|XS-White|1
991584919276|SKU-2748|8908396693067|30-Black|1
992089470940|SKU-2748|8908396693067|36-Indigo|1
995502867931|SKU-2748|8908396693067|30-Off-White|1
996068944415|SKU-2749|8908793819954|40-Lavender|1
993746013498|SKU-2749|8908793819954|28-Pink|1
997504569988|SKU-2750|8908128460514|28-Olive|1
997833543665|SKU-2750|8908128460514|32-Peach|1
996573693280|SKU-2751|8904408453202|30-Off-White|1
993515309360|SKU-2752|8907080763088|S-White|1
991959573900|SKU-2752|8907080763088|36-Mustard|1
999558285144|SKU-2753|8909040348838|XL-Pink|1
997302539806|SKU-2753|8909040348838|XXL-Pink|1
991056266998|SKU-2754|8907580086322|36-Maroon|1
997609784127|SKU-2754|8907580086322|38-Red|1
993765431455|SKU-2754|8907580086322|30-Grey|1
998742174286|SKU-2755|8905124603881|38-Olive|1
998838389361|SKU-2756|8905614050219|38-Indigo|1
993110841239|SKU-2757|8903105554004|XS-Lavender|1
993735383816|SKU-2757|8903105554004|28-Navy|1
993635463154|SKU-2757|8903105554004|40-White|1
994281487060|SKU-2758|8907157974790|M-Indigo|1
995152949662|SKU-2758|8907157974790|XXL-Teal|1
996241735623|SKU-2758|8907157974790|38-Maroon|1
992973970103|SKU-2759|8907703718008|28-Grey|0
997506915565|SKU-2759|8907703718008|42-Navy|1
993630298670|SKU-2760|8904983811663|42-Navy|1
995005409425|SKU-2761|8909202698672|38-Navy|1
993601445263|SKU-2761|8909202698672|L-Indigo|1
998039064014|SKU-2762|8908700833337|36-Pink|1
997117067804|SKU-2762|8908700833337|XS-Red|1
997944767373|SKU-2762|8908700833337|S-Pink|1
998936517309|SKU-2763|8902562014694|S-Black|1
991741063738|SKU-2764|8909931679510|Free Size-Red|1
994331216590|SKU-2764|8909931679510|28-Sky Blue|0
991314143027|SKU-2764|8909931679510|28-Black|1
994400855136|SKU-2765|8901551547664|S-Black|1
996771977924|SKU-2766|8900444585514|42-Sky Blue|1
999303272919|SKU-2767|8905134461827|XL-Olive|1
999272378215|SKU-2767|8905134461827|XL-Off-White|1
996657804972|SKU-2768|8903357745446|XXL-Indigo|1
999401986000|SKU-2768|8903357745446|XL-Rust|1
991795759139|SKU-2768|8903357745446|Free Size-White|1
997578276544|SKU-2769|8909661349683|32-Sky Blue|1
996533469252|SKU-2770|8906612684397|3XL-Grey|1
994884157830|SKU-2770|8906612684397|3XL-Lavender|1
991102929115|SKU-2770|8906612684397|Free Size-Grey|1
992497225378|SKU-2771|8906741779737|XS-Pink|1
992195596056|SKU-2771|8906741779737|XS-Rust|1
992412352362|SKU-2772|8903624842372|40-Rust|1
997411656430|SKU-2772|8903624842372|28-Rust|1
997286551602|SKU-2772|8903624842372|30-Teal|1
995820140238|SKU-2773|8902075319744|XXL-White|1
994151403955|SKU-2773|8902075319744|42-Beige|1
995258098852|SKU-2773|8902075319744|38-Sky Blue|1
993505148259|SKU-2774|8903074047186|Free Size-Navy|1
992382540365|SKU-2774|8903074047186|Free Size-Teal|1
999524588747|SKU-2774|8903074047186|L-Black|0
998713725027|SKU-2775|8900632331866|28-Charcoal|1
994825816858|SKU-2776|8903250359577|34-Beige|1
995759319504|SKU-2777|8900756727843|30-Rust|1
995334816866|SKU-2777|8900756727843|M-Mustard|1
998715850584|SKU-2777|8900756727843|36-Pink|1
995333062154|SKU-2778|8901496754540|S-Peach|1
999998589125|SKU-2778|8901496754540|32-Lavender|1
995092011345|SKU-2779|8903745719753|3XL-Rust|1
998821472793|SKU-2780|8908958256334|42-Pink|1
999092250235|SKU-2780|8908958256334|XXL-White|1
995506911595|SKU-2781|8907499863042|XL-Beige|1
999922216897|SKU-2781|8907499863042|S-Grey|1
997768162041|SKU-2781|8907499863042|L-Peach|1
993739366207|SKU-2782|8903091177755|28-Maroon|1
999192649181|SKU-2782|8903091177755|L-Off-White|1
998325439638|SKU-2782|8903091177755|30-White|1
998004973613|SKU-2783|8903837871972|XXL-Black|1
996637697755|SKU-2784|8901489903601|XXL-White|1
996167807593|SKU-2785|8909669812094|M-White|1
996133177636|SKU-2785|8909669812094|34-Indigo|1
999057579388|SKU-2785|8909669812094|42-Beige|1
994747474771|SKU-2786|8906179823459|XS-Peach|1
995655247731|SKU-2786|8906179823459|M-Maroon|1
996443660632|SKU-2787|8901953427945|L-Maroon|1
997869131332|SKU-2787|8901953427945|28-Off-White|1
998364686162|SKU-2788|8902341443441|28-Beige|1
