hub_id|hub_name|pincode|latitude|longitude
43ad33b6|Hub-Guntur|179865|21.165234|68.411967
8b15133d|Hub-Vijayawada|275304|27.879937|80.180329
b96a22e2|Hub-Kozhikode|254694|30.474675|84.072765
5d16f4b7|Hub-Kolhapur|378862|24.630112|74.680978
03ef3bab|Hub-Kolhapur|548421|21.76782|96.109557
4c2631a6|Hub-Aurangabad|833410|13.731676|84.315936
f69c752c|Hub-Salem|552279|25.081124|91.402232
b506265a|Hub-Indore|501907|34.699436|68.290756
0d371289|Hub-Thrissur|409941|32.492743|90.797586
bf73800e|Hub-Guwahati|470969|26.450697|85.750604
