sku_code,ean_barcode,product_name,brand,category,sub_category,size,color,fabric,batch_code,manufacturing_date,mrp,hsn_code,gst_pct
SKU-2541,8906837237585,SilkRoute Kids Dress,StreetStyle,Kids,Kids Dress,S,Black,Viscose,B2410-216,2024-10-20,9205.33,6205,12
SKU-2542,8900231537177,EthnicEdge Shorts,DesiDrape,Menswear,Shorts,34,Mustard,Lycra,B2408-966,2024-08-03,1825.43,6104,5
SKU-2543,8901422593147,KhaadiKraft Scarf राजशाही,RoyalStitch,Accessories,Scarf,Free Size,Lavender,Georgette,B2407-440,2024-07-15,7305.51,6203,5
SKU-2544,8907465636281,LoomLine Blouse,IndoChic,Womenswear,Blouse,XL,Lavender,Chiffon,B2411-720,2024-11-29,308.95,6203,5
SKU-2545,8907851116880,SilkRoute Skirt,SilkRoute,Womenswear,Skirt,28,Indigo,Denim,B2407-828,2024-07-01,7582.71,6217,5
SKU-2546,8900763704009,WeaveMaster Thermal,WeaveMaster,Winterwear,Thermal,42,Lavender,Lycra,B2407-228,2024-07-16,8358.64,6205,12
SKU-2547,8900557092916,DesiDrape Kids Jeans,StitchCraft,Kids,Kids Jeans,34,Pink,Khadi,B2410-109,2024-10-13,5045.56,6104,5
SKU-2548,8909777994798,OmniThreads Dress,FabIndia,Womenswear,Dress,XS,Navy,Viscose,B2502-337,2025-02-09,4686.43,6102,12
SKU-2549,8901355367093,EthnicEdge Cap,KhaadiKraft,Accessories,Cap,L,Navy,Khadi,B2412-419,2024-12-20,1012.06,6106,12
SKU-2550,8905904260472,WeaveMaster Kurta Pajama,KhaadiKraft,Ethnic Wear,Kurta Pajama,36,Beige,Linen,B2407-136,2024-07-29,2694.59,6217,12
SKU-2551,8904597445148,KhaadiKraft Jeans,WeaveMaster,Menswear,Jeans,40,Mustard,Crepe,B2406-701,2024-06-07,3061.25,6101,12
SKU-2552,8908247482693,WeaveMaster Thermal,SilkRoute,Winterwear,Thermal,40,Sky Blue,Chiffon,B2407-335,2024-07-11,5632.71,6201,5
SKU-2553,8901069349423,KhaadiKraft Casual Shirt,RoyalStitch,Menswear,Casual Shirt,30,Olive,Denim,B2408-668,2024-08-25,8168.87,6205,5
SKU-2554,8908585582644,StitchCraft Dhoti,UrbanWeave,Ethnic Wear,Dhoti,36,Lavender,Cotton,B2407-210,2024-07-11,390.51,6201,5
SKU-2555,8906223801608,OmniThreads Churidar Set,KhaadiKraft,Ethnic Wear,Churidar Set,32,Lavender,Poly-Cotton,B2404-763,2024-04-10,2172.17,6214,5
SKU-2556,8901420567328,DesiDrape Kurta Pajama,StitchCraft,Ethnic Wear,Kurta Pajama,28,Beige,Linen,B2411-459,2024-11-03,7832.31,6204,5
SKU-2557,8902481534388,OmniThreads Palazzo,SilkRoute,Womenswear,Palazzo,36,Maroon,Cotton Blend,B2412-109,2024-12-14,3353.95,6204,5
SKU-2558,8907361184662,OmniThreads Tie,RoyalStitch,Accessories,Tie,M,Maroon,Fleece,B2501-997,2025-01-03,4037.84,6214,12
SKU-2559,8907699151684,StitchCraft Lehenga,OmniThreads,Ethnic Wear,Lehenga,40,Pink,Cotton,B2404-845,2024-04-24,1204.93,6201,5
SKU-2560,8902859027583,ThreadBare Casual Shirt,LoomLine,Menswear,Casual Shirt,34,Beige,Lycra,B2407-944,2024-07-09,4024.72,6106,12
SKU-2561,8900185870668,StreetStyle Kids Jeans,IndoChic,Kids,Kids Jeans,40,Rust,Chiffon,B2406-417,2024-06-20,4117.35,6217,5
SKU-2562,8907994472126,StitchCraft Polo,SilkRoute,Menswear,Polo,3XL,Rust,Rayon,B2502-333,2025-02-22,2610.02,6202,5
SKU-2563,8903426883358,RoyalStitch Pocket Square,IndoChic,Accessories,Pocket Square,34,Teal,Wool,B2405-525,2024-05-12,1464.87,6205,12
SKU-2564,8906356462128,SilkRoute Shawl,UrbanWeave,Winterwear,Shawl,XS,Beige,Polyester,B2405-156,2024-05-07,9966.64,6203,12
SKU-2565,8909839432983,IndoChic Socks,KhaadiKraft,Accessories,Socks,30,Sky Blue,Georgette,B2502-745,2025-02-20,9254.51,6103,12
SKU-2566,8905028299479,RoyalStitch Salwar Set,WeaveMaster,Womenswear,Salwar Set,30,Indigo,Silk,B2502-909,2025-02-07,8009.07,6205,5
SKU-2567,8909850822329,StreetStyle Formal Shirt,OmniThreads,Menswear,Formal Shirt,42,Olive,Wool,B2408-412,2024-08-28,6377.49,6106,12
SKU-2568,8902770035489,LoomLine Nehru Jacket,CottonKing,Ethnic Wear,Nehru Jacket,36,Sky Blue,Georgette,B2407-774,2024-07-20,2051.73,6109,12
SKU-2569,8900666230944,StreetStyle Skirt शानदार,ThreadBare,Womenswear,Skirt,38,Navy,Polyester,B2412-287,2024-12-31,6711.83,6205,5
SKU-2570,8901323362269,FabIndia Kids T-Shirt,SilkRoute,Kids,Kids T-Shirt,42,Olive,Lycra,B2405-142,2024-05-13,7977.7,6201,5
SKU-2571,8901953339197,StitchCraft Blouse संग्रह,UrbanWeave,Womenswear,Blouse,34,Teal,Poly-Cotton,B2412-679,2024-12-29,9407.65,6202,5
SKU-2572,8907297316638,EthnicEdge Jumpsuit,IndoChic,Womenswear,Jumpsuit,36,White,Silk,B2408-714,2024-08-07,1061.79,6211,5
SKU-2573,8909486575863,StreetStyle Saree,DesiDrape,Womenswear,Saree,38,Indigo,Lycra,B2407-329,2024-07-31,632.91,6109,12
SKU-2574,8900469474820,CottonKing Belt,StitchCraft,Accessories,Belt,36,Charcoal,Rayon,B2409-195,2024-09-06,2364.73,6205,5
SKU-2575,8907259034316,DesiDrape Shawl,IndoChic,Winterwear,Shawl,36,Lavender,Fleece,B2406-191,2024-06-24,2644.56,6206,12
SKU-2576,8907530179768,EthnicEdge Scarf,WeaveMaster,Accessories,Scarf,40,Olive,Poly-Cotton,B2411-286,2024-11-04,569.49,6201,12
SKU-2577,8902594534768,FabIndia Sherwani सुनहरा,RoyalStitch,Ethnic Wear,Sherwani,30,Maroon,Lycra,B2501-767,2025-01-21,4256.25,6109,5
SKU-2578,8901148857578,StreetStyle Jeans,WeaveMaster,Menswear,Jeans,S,Lavender,Viscose,B2502-226,2025-02-26,7410.3,6202,12
SKU-2579,8909328913213,StreetStyle Kids Jeans परंपरागत,DesiDrape,Kids,Kids Jeans,L,Maroon,Linen,B2407-920,2024-07-29,4775.85,6214,5
SKU-2580,8903291169542,SilkRoute Blouse,FabIndia,Womenswear,Blouse,32,Grey,Linen,B2501-603,2025-01-01,6348.14,6201,5
SKU-2581,8903776247428,CottonKing Churidar Set,RoyalStitch,Ethnic Wear,Churidar Set,M,Pink,Georgette,B2409-729,2024-09-14,9143.66,6110,5
SKU-2582,8909355760791,WeaveMaster Leggings,StitchCraft,Womenswear,Leggings,42,Sky Blue,Wool,B2502-722,2025-02-23,7889.73,6214,5
SKU-2583,8909593319743,UrbanWeave Belt,LoomLine,Accessories,Belt,XS,Black,Viscose,B2404-662,2024-04-22,4593.34,6101,5
SKU-2584,8904327640825,IndoChic Trousers परंपरागत,RoyalStitch,Menswear,Trousers,S,White,Wool,B2407-710,2024-07-12,9300.19,6101,5
SKU-2585,8902853683207,StreetStyle Top,IndoChic,Womenswear,Top,28,Charcoal,Linen,B2501-260,2025-01-14,1225.44,6110,5
SKU-2586,8900838757778,DesiDrape Polo,StreetStyle,Menswear,Polo,XXL,Navy,Khadi,B2404-108,2024-04-23,5694.02,6105,5
SKU-2587,8906209820507,DesiDrape Kids Jeans संग्रह,WeaveMaster,Kids,Kids Jeans,34,Charcoal,Cotton,B2501-890,2025-01-29,1964.19,6206,5
SKU-2588,8907178185706,EthnicEdge Kids Dress,DesiDrape,Kids,Kids Dress,S,Navy,Silk,B2407-315,2024-07-24,3485.16,6217,5
SKU-2589,8906671631899,DesiDrape Casual Shirt,StreetStyle,Menswear,Casual Shirt,30,Pink,Lycra,B2408-231,2024-08-13,8494.22,6203,5
SKU-2590,8909409791796,DesiDrape Puffer Jacket शानदार,LoomLine,Winterwear,Puffer Jacket,3XL,Red,Fleece,B2501-692,2025-01-15,5644.49,6203,5
SKU-2591,8909500272996,UrbanWeave Blouse,IndoChic,Womenswear,Blouse,XL,Pink,Cotton Blend,B2411-766,2024-11-29,9090.91,6106,5
SKU-2592,8903063946584,FabIndia Casual Shirt राजशाही,WeaveMaster,Menswear,Casual Shirt,XL,White,Viscose,B2409-798,2024-09-29,3403.43,6211,5
SKU-2593,8906071622089,FabIndia Cardigan सुनहरा,WeaveMaster,Winterwear,Cardigan,40,Beige,Chiffon,B2410-647,2024-10-20,526.73,6110,5
SKU-2594,8904410022309,RoyalStitch Sweater,EthnicEdge,Winterwear,Sweater,XS,Charcoal,Georgette,B2405-631,2024-05-06,7713.66,6102,5
SKU-2595,8908707188256,FabIndia Kids Jeans,StitchCraft,Kids,Kids Jeans,XL,Grey,Poly-Cotton,B2408-271,2024-08-09,3453.48,6102,12
SKU-2596,8908032586734,WeaveMaster Sweater राजशाही,DesiDrape,Winterwear,Sweater,32,Peach,Polyester,B2404-201,2024-04-30,1964.57,6205,5
SKU-2597,8902294259345,WeaveMaster Leggings,SilkRoute,Womenswear,Leggings,L,Teal,Crepe,B2405-241,2024-05-10,2415.84,6110,5
SKU-2598,8909780666814,OmniThreads Churidar Set,OmniThreads,Ethnic Wear,Churidar Set,32,Maroon,Wool,B2406-398,2024-06-27,4621.5,6214,12
SKU-2599,8901987074845,CottonKing Puffer Jacket,OmniThreads,Winterwear,Puffer Jacket,36,Olive,Chiffon,B2409-421,2024-09-06,381.18,6104,5
SKU-2600,8902223910075,StitchCraft Chinos,EthnicEdge,Menswear,Chinos,30,Grey,Viscose,B2501-767,2025-01-24,2011.8,6109,12
SKU-2601,8908821467430,OmniThreads Socks सुनहरा,StitchCraft,Accessories,Socks,Free Size,Off-White,Denim,B2406-937,2024-06-06,1748.46,6214,12
SKU-2602,8909925100409,LoomLine Polo,UrbanWeave,Menswear,Polo,L,Sky Blue,Linen,B2410-602,2024-10-16,2167.82,6205,5
SKU-2603,8903731132996,StreetStyle Cap,EthnicEdge,Accessories,Cap,28,Red,Poly-Cotton,B2406-651,2024-06-28,2611.98,6211,5
SKU-2604,8902725593941,IndoChic Casual Shirt,IndoChic,Menswear,Casual Shirt,XXL,Lavender,Denim,B2405-731,2024-05-26,3227.19,6105,5
SKU-2605,8909328442949,EthnicEdge Cardigan,StitchCraft,Winterwear,Cardigan,40,Navy,Lycra,B2412-711,2024-12-15,6155.32,6202,12
SKU-2606,8906506287620,LoomLine Thermal शानदार,StitchCraft,Winterwear,Thermal,XL,Lavender,Viscose,B2412-812,2024-12-27,928.6,6214,12
SKU-2607,8906480703587,LoomLine Saree,CottonKing,Womenswear,Saree,S,Charcoal,Crepe,B2407-215,2024-07-24,2395.24,6217,5
SKU-2608,8904250868510,RoyalStitch Top,EthnicEdge,Womenswear,Top,XXL,Sky Blue,Rayon,B2405-233,2024-05-30,7412.17,6103,12
SKU-2609,8903167870468,WeaveMaster Top,IndoChic,Womenswear,Top,S,Teal,Cotton,B2502-863,2025-02-14,5292.18,6105,5
SKU-2610,8906282345925,IndoChic Churidar Set,FabIndia,Ethnic Wear,Churidar Set,28,Red,Denim,B2411-994,2024-11-07,9794.27,6102,5
SKU-2611,8907882847889,UrbanWeave Trousers,LoomLine,Menswear,Trousers,34,Peach,Silk,B2405-614,2024-05-20,4286.88,6105,5
SKU-2612,8907396031341,EthnicEdge Kurta Pajama,OmniThreads,Ethnic Wear,Kurta Pajama,XXL,Teal,Crepe,B2405-219,2024-05-15,1199.54,6102,5
SKU-2613,8900572588429,OmniThreads Belt,WeaveMaster,Accessories,Belt,28,Beige,Silk,B2410-631,2024-10-16,8740.73,6105,5
SKU-2614,8908225422563,EthnicEdge Casual Shirt,DesiDrape,Menswear,Casual Shirt,36,Indigo,Fleece,B2410-120,2024-10-13,5580.58,6110,5
SKU-2615,8905574793935,EthnicEdge Sherwani,WeaveMaster,Ethnic Wear,Sherwani,XS,Off-White,Denim,B2408-835,2024-08-04,8547.22,6101,5
SKU-2616,8903730108234,CottonKing Shorts,EthnicEdge,Menswear,Shorts,30,Grey,Khadi,B2410-476,2024-10-04,7411.49,6101,12
SKU-2617,8901871122888,StitchCraft Blazer,KhaadiKraft,Menswear,Blazer,XXL,Lavender,Cotton,B2502-550,2025-02-26,3509.13,6202,12
SKU-2618,8902421002714,EthnicEdge Chinos,LoomLine,Menswear,Chinos,3XL,Lavender,Denim,B2404-330,2024-04-20,9031.17,6106,12
SKU-2619,8905795599508,StreetStyle Belt,EthnicEdge,Accessories,Belt,M,Peach,Cotton Blend,B2409-770,2024-09-28,1982.86,6102,12
SKU-2620,8905116902492,IndoChic Polo,WeaveMaster,Menswear,Polo,3XL,Mustard,Wool,B2501-835,2025-01-14,8983.17,6206,5
SKU-2621,8901717191040,StitchCraft Kurta Pajama,IndoChic,Ethnic Wear,Kurta Pajama,36,Mustard,Rayon,B2405-566,2024-05-06,5752.29,6111,12
SKU-2622,8908505972854,OmniThreads Polo,WeaveMaster,Menswear,Polo,28,Pink,Crepe,B2409-242,2024-09-22,8089.35,6202,5
SKU-2623,8902134042736,OmniThreads Hoodie संग्रह,SilkRoute,Winterwear,Hoodie,36,Navy,Khadi,B2410-520,2024-10-07,6466.8,6101,5
SKU-2624,8906719639999,SilkRoute Cardigan,UrbanWeave,Winterwear,Cardigan,XL,Pink,Linen,B2407-994,2024-07-30,6758.27,6109,5
SKU-2625,8900391261205,SilkRoute T-Shirt सुनहरा,DesiDrape,Menswear,T-Shirt,40,Rust,Cotton Blend,B2404-270,2024-04-30,9799.21,6104,12
SKU-2626,8905816501082,StreetStyle Thermal शानदार,DesiDrape,Winterwear,Thermal,S,Rust,Silk,B2502-867,2025-02-03,8204.17,6102,5
SKU-2627,8901005366147,CottonKing Cap,KhaadiKraft,Accessories,Cap,S,Maroon,Viscose,B2409-368,2024-09-14,8947.5,6206,5
SKU-2628,8902776799657,EthnicEdge Tie परंपरागत,WeaveMaster,Accessories,Tie,42,Grey,Linen,B2502-501,2025-02-13,3592.34,6102,12
SKU-2629,8906055366298,KhaadiKraft Kids T-Shirt,WeaveMaster,Kids,Kids T-Shirt,28,Maroon,Cotton Blend,B2409-932,2024-09-08,8218.73,6202,5
SKU-2630,8906133055356,FabIndia Kids Shorts,FabIndia,Kids,Kids Shorts,XS,Olive,Silk,B2502-766,2025-02-27,4036.24,6110,12
SKU-2631,8906973627861,StreetStyle Socks,RoyalStitch,Accessories,Socks,S,Rust,Crepe,B2502-155,2025-02-28,9890.62,6105,5
SKU-2632,8904188551760,RoyalStitch Socks,UrbanWeave,Accessories,Socks,Free Size,Beige,Chiffon,B2404-699,2024-04-30,9469.44,6106,12
SKU-2633,8900173506845,StitchCraft Pocket Square,ThreadBare,Accessories,Pocket Square,38,Teal,Wool,B2405-807,2024-05-20,7647.63,6102,5
SKU-2634,8901482285982,IndoChic Puffer Jacket,OmniThreads,Winterwear,Puffer Jacket,L,Beige,Chiffon,B2406-884,2024-06-23,466.72,6111,5
SKU-2635,8902338886275,RoyalStitch Cap,OmniThreads,Accessories,Cap,28,Olive,Fleece,B2410-859,2024-10-15,908.4,6106,12
SKU-2636,8902188593752,IndoChic Churidar Set,ThreadBare,Ethnic Wear,Churidar Set,3XL,Lavender,Crepe,B2406-227,2024-06-09,6482.44,6101,5
SKU-2637,8902839399373,UrbanWeave Lehenga,KhaadiKraft,Ethnic Wear,Lehenga,36,Peach,Poly-Cotton,B2408-635,2024-08-24,6698.07,6211,5
SKU-2638,8904305848315,KhaadiKraft Tie परंपरागत,FabIndia,Accessories,Tie,28,Olive,Georgette,B2404-345,2024-04-14,922.5,6203,5
SKU-2639,8904817125951,WeaveMaster Chinos सुनहरा,IndoChic,Menswear,Chinos,42,Peach,Cotton,B2410-594,2024-10-22,3569.53,6104,5
SKU-2640,8904740700606,WeaveMaster Palazzo,WeaveMaster,Womenswear,Palazzo,28,Peach,Polyester,B2412-437,2024-12-06,5854.96,6205,12
SKU-2641,8906459571348,UrbanWeave Pocket Square,ThreadBare,Accessories,Pocket Square,42,Off-White,Viscose,B2409-155,2024-09-18,1642.59,6205,12
SKU-2642,8901839110043,EthnicEdge Kids Shorts,WeaveMaster,Kids,Kids Shorts,3XL,Lavender,Crepe,B2412-976,2024-12-25,4504.19,6105,5
SKU-2643,8905589504279,SilkRoute Leggings,KhaadiKraft,Womenswear,Leggings,Free Size,Sky Blue,Rayon,B2412-943,2024-12-12,489.35,6206,5
SKU-2644,8902658612959,DesiDrape Dress,CottonKing,Womenswear,Dress,28,Maroon,Rayon,B2404-650,2024-04-05,9414.58,6103,12
SKU-2645,8905111154415,OmniThreads Thermal,UrbanWeave,Winterwear,Thermal,Free Size,Mustard,Cotton,B2410-873,2024-10-23,4960.65,6205,12
SKU-2646,8906533468897,SilkRoute Jacket,EthnicEdge,Menswear,Jacket,XXL,Pink,Wool,B2501-330,2025-01-19,6605.63,6104,5
SKU-2647,8906559367329,OmniThreads Sweater,EthnicEdge,Winterwear,Sweater,40,Sky Blue,Denim,B2406-443,2024-06-07,7966.86,6204,5
SKU-2648,8903692246039,RoyalStitch Shawl,StitchCraft,Winterwear,Shawl,32,Grey,Lycra,B2408-865,2024-08-28,7378.96,6102,5
SKU-2649,8908435132872,DesiDrape Pocket Square,LoomLine,Accessories,Pocket Square,L,White,Khadi,B2404-617,2024-04-12,6683.09,6214,5
SKU-2650,8907906525949,ThreadBare Cardigan,EthnicEdge,Winterwear,Cardigan,38,Red,Poly-Cotton,B2408-925,2024-08-24,9011.31,6105,5
SKU-2651,8902733969080,StitchCraft Dress,SilkRoute,Womenswear,Dress,L,Black,Denim,B2501-787,2025-01-13,7209.02,6102,12
SKU-2652,8900012497804,LoomLine Nehru Jacket,UrbanWeave,Ethnic Wear,Nehru Jacket,S,Pink,Crepe,B2502-692,2025-02-07,9389.07,6110,5
SKU-2653,8906968888143,UrbanWeave Sherwani शानदार,CottonKing,Ethnic Wear,Sherwani,38,Sky Blue,Chiffon,B2405-794,2024-05-13,1697.61,6211,5
SKU-2654,8909794185440,StitchCraft Pocket Square राजशाही,UrbanWeave,Accessories,Pocket Square,L,Black,Crepe,B2406-981,2024-06-27,1174.05,6102,5
SKU-2655,8909455944252,OmniThreads Churidar Set,EthnicEdge,Ethnic Wear,Churidar Set,XS,Pink,Cotton,B2408-722,2024-08-24,1290.18,6202,12
SKU-2656,8909702700114,SilkRoute Kids Ethnic Set,RoyalStitch,Kids,Kids Ethnic Set,3XL,Grey,Silk,B2502-272,2025-02-27,4193.46,6211,5
SKU-2657,8905327722454,StitchCraft Kurta Pajama,EthnicEdge,Ethnic Wear,Kurta Pajama,28,Lavender,Linen,B2412-944,2024-12-24,513.66,6217,12
SKU-2658,8904881163081,FabIndia Sweater,EthnicEdge,Winterwear,Sweater,XS,Lavender,Lycra,B2405-487,2024-05-11,6486.65,6103,5
SKU-2659,8908800126584,CottonKing Kids Dress,WeaveMaster,Kids,Kids Dress,38,Pink,Viscose,B2409-317,2024-09-08,6934.46,6214,12
SKU-2660,8908355958804,IndoChic Anarkali,KhaadiKraft,Ethnic Wear,Anarkali,Free Size,Navy,Georgette,B2410-921,2024-10-06,3579.22,6205,5
SKU-2661,8901628870359,ThreadBare Chinos,WeaveMaster,Menswear,Chinos,30,Charcoal,Cotton Blend,B2501-686,2025-01-12,1247.13,6217,5
SKU-2662,8902680399721,StreetStyle Cardigan,EthnicEdge,Winterwear,Cardigan,36,Mustard,Cotton Blend,B2411-376,2024-11-10,451.23,6217,12
SKU-2663,8904044425446,StitchCraft Kids Shorts,FabIndia,Kids,Kids Shorts,Free Size,White,Khadi,B2411-347,2024-11-10,7320.64,6203,5
SKU-2664,8900661125883,KhaadiKraft Wallet,CottonKing,Accessories,Wallet,XS,Charcoal,Rayon,B2501-722,2025-01-28,1684.7,6104,5
SKU-2665,8904624848186,ThreadBare Dress,EthnicEdge,Womenswear,Dress,34,Charcoal,Polyester,B2502-602,2025-02-19,2247.02,6202,5
SKU-2666,8908926011728,RoyalStitch Kids Dress परंपरागत,EthnicEdge,Kids,Kids Dress,3XL,Grey,Polyester,B2408-525,2024-08-01,3782.11,6104,12
SKU-2667,8903971902544,EthnicEdge Blouse,LoomLine,Womenswear,Blouse,40,Rust,Georgette,B2411-522,2024-11-21,9383.79,6111,5
SKU-2668,8909310172121,IndoChic Trousers,IndoChic,Menswear,Trousers,Free Size,Teal,Chiffon,B2412-639,2024-12-01,2488.46,6201,5
SKU-2669,8906002664317,KhaadiKraft Jacket,DesiDrape,Menswear,Jacket,28,Mustard,Crepe,B2408-679,2024-08-20,5892.57,6101,5
SKU-2670,8903101573885,IndoChic Formal Shirt,IndoChic,Menswear,Formal Shirt,40,Rust,Lycra,B2502-630,2025-02-26,6285.09,6204,5
SKU-2671,8902932935070,EthnicEdge Blouse,ThreadBare,Womenswear,Blouse,Free Size,Teal,Wool,B2408-360,2024-08-02,7690.99,6204,12
SKU-2672,8903068213114,DesiDrape Trousers,StitchCraft,Menswear,Trousers,28,Mustard,Linen,B2412-130,2024-12-06,3480.62,6206,5
SKU-2673,8909482816371,SilkRoute Leggings,WeaveMaster,Womenswear,Leggings,L,Grey,Crepe,B2502-910,2025-02-11,3927.77,6206,12
SKU-2674,8906238932243,LoomLine Lehenga संग्रह,CottonKing,Ethnic Wear,Lehenga,34,Red,Georgette,B2411-673,2024-11-21,5804.33,6110,5
SKU-2675,8904071313943,WeaveMaster Blazer देशी,LoomLine,Menswear,Blazer,S,Olive,Fleece,B2405-439,2024-05-25,1784.57,6103,5
SKU-2676,8906187589430,FabIndia Sweater,WeaveMaster,Winterwear,Sweater,XL,Lavender,Silk,B2406-897,2024-06-15,5303.82,6202,5
SKU-2677,8900696152740,StreetStyle Palazzo,RoyalStitch,Womenswear,Palazzo,L,Charcoal,Viscose,B2412-764,2024-12-08,3923.56,6206,5
SKU-2678,8909034722019,EthnicEdge Trousers,StitchCraft,Menswear,Trousers,XS,Charcoal,Khadi,B2407-506,2024-07-25,2680.15,6106,12
SKU-2679,8908151131040,OmniThreads Kids Shorts,LoomLine,Kids,Kids Shorts,40,Maroon,Lycra,B2405-350,2024-05-21,1001.12,6214,5
SKU-2680,8908078965930,WeaveMaster Churidar Set,FabIndia,Ethnic Wear,Churidar Set,Free Size,Lavender,Cotton,B2407-181,2024-07-01,9424.26,6202,12
SKU-2681,8907458883499,EthnicEdge Churidar Set,StitchCraft,Ethnic Wear,Churidar Set,XL,Indigo,Georgette,B2404-161,2024-04-10,5543.93,6110,12
SKU-2682,8900338168666,IndoChic Blouse,EthnicEdge,Womenswear,Blouse,34,Red,Chiffon,B2406-448,2024-06-05,9049.83,6214,12
SKU-2683,8908839789853,DesiDrape Anarkali,DesiDrape,Ethnic Wear,Anarkali,M,Beige,Fleece,B2408-583,2024-08-07,4100.39,6106,12
SKU-2684,8904131965013,FabIndia Kids Dress,StitchCraft,Kids,Kids Dress,3XL,Grey,Poly-Cotton,B2409-687,2024-09-09,9036.86,6201,5
SKU-2685,8907779893170,StitchCraft Hoodie राजशाही,ThreadBare,Winterwear,Hoodie,30,Red,Chiffon,B2409-555,2024-09-07,5354.64,6111,12
SKU-2686,8900438268908,ThreadBare Kids Dress,RoyalStitch,Kids,Kids Dress,Free Size,Beige,Chiffon,B2404-934,2024-04-30,8016.44,6206,5
SKU-2687,8902302126187,LoomLine Wallet,StreetStyle,Accessories,Wallet,32,Mustard,Lycra,B2502-891,2025-02-28,7474.94,6202,12
SKU-2688,8904163654628,FabIndia Socks सुनहरा,KhaadiKraft,Accessories,Socks,34,Olive,Linen,B2410-532,2024-10-01,5728.84,6110,5
SKU-2689,8907771943248,SilkRoute Sweater,LoomLine,Winterwear,Sweater,3XL,Black,Polyester,B2502-814,2025-02-07,1896.16,6205,5
SKU-2690,8906603518337,StreetStyle Dress,KhaadiKraft,Womenswear,Dress,XL,Indigo,Polyester,B2501-193,2025-01-03,8174.03,6214,12
SKU-2691,8906116176011,CottonKing Puffer Jacket संग्रह,RoyalStitch,Winterwear,Puffer Jacket,34,Teal,Lycra,B2406-579,2024-06-27,7724.1,6101,5
SKU-2692,8904047186065,WeaveMaster Polo,EthnicEdge,Menswear,Polo,Free Size,White,Fleece,B2408-962,2024-08-03,5889.69,6109,12
SKU-2693,8909392313255,EthnicEdge Cap,RoyalStitch,Accessories,Cap,L,Lavender,Lycra,B2412-632,2024-12-27,7579.51,6203,5
SKU-2694,8905751118303,StitchCraft Anarkali,WeaveMaster,Ethnic Wear,Anarkali,M,Black,Polyester,B2407-745,2024-07-26,1591.33,6104,5
SKU-2695,8905802767522,StitchCraft Wallet,StitchCraft,Accessories,Wallet,30,Beige,Chiffon,B2501-591,2025-01-01,2921.19,6105,5
SKU-2696,8904627125130,FabIndia Socks,OmniThreads,Accessories,Socks,28,Lavender,Lycra,B2411-640,2024-11-07,852.71,6110,5
SKU-2697,8905029613129,ThreadBare Hoodie,DesiDrape,Winterwear,Hoodie,32,Maroon,Polyester,B2410-925,2024-10-20,8303.48,6102,12
SKU-2698,8907600650633,StitchCraft Leggings संग्रह,UrbanWeave,Womenswear,Leggings,XS,Navy,Poly-Cotton,B2501-277,2025-01-24,6686.57,6104,5
SKU-2699,8900098604345,StreetStyle Salwar Set परंपरागत,IndoChic,Womenswear,Salwar Set,3XL,Maroon,Cotton,B2409-785,2024-09-03,9718.42,6111,5
SKU-2700,8900339433196,SilkRoute Shawl देशी,ThreadBare,Winterwear,Shawl,32,Rust,Rayon,B2406-932,2024-06-01,6969.18,6201,12
SKU-2701,8905515454861,UrbanWeave Jumpsuit,LoomLine,Womenswear,Jumpsuit,42,Lavender,Viscose,B2408-329,2024-08-27,988.66,6211,12
SKU-2702,8903164704668,RoyalStitch Jumpsuit,ThreadBare,Womenswear,Jumpsuit,34,Maroon,Denim,B2502-113,2025-02-26,8867.25,6217,5
SKU-2703,8901979525405,KhaadiKraft Formal Shirt,FabIndia,Menswear,Formal Shirt,XL,Navy,Cotton Blend,B2408-147,2024-08-24,4335.59,6110,5
SKU-2704,8900694118489,WeaveMaster Belt,UrbanWeave,Accessories,Belt,L,Black,Cotton,B2406-735,2024-06-06,3181.48,6105,5
SKU-2705,8903411339322,RoyalStitch Lehenga,KhaadiKraft,Ethnic Wear,Lehenga,36,Rust,Cotton Blend,B2410-464,2024-10-19,5310.3,6204,5
SKU-2706,8906591660772,StreetStyle Jeans,SilkRoute,Menswear,Jeans,Free Size,Teal,Cotton Blend,B2501-394,2025-01-14,4140.27,6102,12
SKU-2707,8907180482191,OmniThreads Kids Dress,IndoChic,Kids,Kids Dress,L,Pink,Cotton,B2412-252,2024-12-25,7040.28,6102,5
SKU-2708,8904646022602,UrbanWeave Cardigan,StitchCraft,Winterwear,Cardigan,L,Charcoal,Cotton Blend,B2408-562,2024-08-17,9105.57,6102,5
SKU-2709,8909141291496,RoyalStitch T-Shirt,RoyalStitch,Menswear,T-Shirt,XS,Charcoal,Linen,B2406-136,2024-06-27,2777.87,6101,5
SKU-2710,8900603385602,StitchCraft Skirt,OmniThreads,Womenswear,Skirt,40,Rust,Poly-Cotton,B2406-866,2024-06-22,5461.38,6102,12
SKU-2711,8904060930905,WeaveMaster Salwar Set,StitchCraft,Womenswear,Salwar Set,30,Olive,Cotton Blend,B2412-512,2024-12-22,3708.49,6104,12
SKU-2712,8904335054208,RoyalStitch Cap,CottonKing,Accessories,Cap,40,Lavender,Lycra,B2408-813,2024-08-03,5653.58,6211,5
SKU-2713,8905433123240,KhaadiKraft Saree,StitchCraft,Womenswear,Saree,3XL,Beige,Wool,B2410-101,2024-10-22,1895.41,6110,5
